ticker,last_close,last_date,ret_1w,ret_1m,ret_3m,ret_6m,ret_12m,rs_rating,rs_vs_bench_3m,vol_surge,near_high_pct,new_high_20d,new_high_60d,new_high_250d
1101,23.549999237060547,2026-08-04,-0.050403227357040725,-0.00632917810338085,-0.02753205911781975,-0.05212760697915153,,44.0,-0.09276999935033803,1.0656384863284296,0.91752625583942,False,False,False
1102,32.400001525878906,2026-08-04,-0.018181771943063474,-0.050809153931019146,-0.014405621606366825,-0.022734529406275628,,49.0,-0.0796435618388851,0.7874267271162652,0.8566154100620818,False,False,False
1103,12.949999809265137,2026-08-04,-0.037174721716766945,-0.020460732757687894,0.0013877334481002812,-0.037952499190740174,,50.7,-0.063850206784418,1.48377650829726,0.9418646800406846,False,False,False
1104,26.450000762939453,2026-08-04,-0.007504647596758729,-0.0399273504385933,-0.0015679094432758944,-0.056573410826186055,,48.3,-0.06680584967579417,1.0053717632132475,0.8627672735677465,False,False,False
1108,12.050000190734863,2026-08-04,0.0,-0.07809798689322012,-0.10966998432187713,-0.1391511203099054,,23.9,-0.1749079245543954,0.6621611109695641,0.8359369071566111,False,False,False
1109,13.600000381469728,2026-08-04,-0.007299228407855907,-0.020933649989317127,-0.05907909051962712,-0.06212414701319868,,37.7,-0.1243170307521454,0.8803534030458483,0.8917034868808487,False,False,False
1110,15.899999618530272,2026-08-04,0.0,0.01916934958011196,0.07316502023180282,-0.005840916972802979,,64.7,0.007927079999284548,1.3731259779179599,0.8855077698026663,False,False,False
1240,55.20000076293945,2026-08-04,0.014705867915830284,-0.00503514334643107,-0.01346704316274172,-0.037926521698256055,,47.9,-0.07870498339526,0.9018761994545639,0.9312870868736031,False,False,False
1301,55.29999923706055,2026-08-04,-0.03826088283372964,-0.0844371218539327,0.1010782643621484,0.28038232978492084,,79.3,0.03584032412963012,0.6974121927534066,0.8353474590081372,False,False,False
1303,170.5,2026-08-04,0.08598726114649691,-0.07392880402018709,0.8264730254576833,1.202097156932823,,97.7,0.761235085225165,1.2144535048386975,0.7494505494505495,False,False,False
1304,11.399999618530272,2026-08-04,0.0,-0.21567718388872037,-0.12654961198870296,0.006947178631074191,,32.7,-0.19178755222122124,0.5606417956895515,0.6317558611644658,False,False,False
1305,11.149999618530272,2026-08-04,-0.004464302820211041,-0.20294385828685346,-0.15500066853374306,-0.055588934297980175,,23.6,-0.22023860876626133,0.5220113930263783,0.6091322991434359,False,False,False
1307,31.75,2026-08-04,0.024193548387096753,-0.042232321611990864,0.08252381031038114,0.040888245299332215,,69.6,0.017285870077862864,0.5866551883268358,0.9045151903551673,False,False,False
1308,12.75,2026-08-04,0.003937022951637115,-0.1659946158162503,-0.056417231697213244,-0.04243825375428101,,40.0,-0.12165517192973152,0.6412512268450593,0.6663444929831529,False,False,False
1309,12.699999809265137,2026-08-04,-0.011673195933978309,-0.17756196610202146,-0.2969844839362279,0.08729099193626144,,15.2,-0.36222242416874617,0.39888714403383513,0.48415222974665995,False,False,False
1310,7.429999828338623,2026-08-04,-0.08044555711694812,-0.37033900777624407,-0.15375853595564093,-0.15375853595564093,,18.3,-0.2189964761881592,1.5399073694312904,0.6065305982317243,False,False,False
1312,11.600000381469728,2026-08-04,0.004329020771356662,-0.18021196507462567,-0.0042917801457277305,-0.14705881940452292,,39.8,-0.06952972037824601,0.34916261597175524,0.7682119263854393,False,False,False
1313,10.699999809265137,2026-08-04,-0.022831050625997884,-0.21033212851306693,-0.0006441616835138886,0.042806047733642716,,57.1,-0.06588210191603217,0.5703819021214064,0.7482517249333879,False,False,False
1314,7.650000095367432,2026-08-04,-0.019230780987109175,-0.26442304077232937,0.058091296706215934,-0.05672004695229316,,58.5,-0.007146643526302343,0.49543344077105245,0.7355769592276706,False,False,False
1315,63.5,2026-08-04,-0.0031397293648984803,-0.01244172649749109,0.017628180243952407,0.025028938374532128,,58.6,-0.04760975998856587,1.391360459784654,0.9769230769230769,False,False,False
1316,10.050000190734863,2026-08-04,0.0060060481472847815,-0.06511626132698944,-0.12608693993609887,-0.2897526175496298,,13.2,-0.19132488016861715,0.71808565947662,0.6109422324998742,False,False,False
1319,72.0,2026-08-04,0.027104159304373265,-0.07692307692307687,0.005592292648184172,-0.3138311621315477,,28.1,-0.059645647584334105,0.48269098370724295,0.6593187512409581,False,False,False
1321,31.549999237060547,2026-08-04,-0.01866258974623658,-0.017133933433173043,0.07863245254907847,-0.061011884826109974,,61.3,0.013394512316560192,0.9243036044872702,0.8357615691936569,False,False,False
1323,19.75,2026-08-04,-0.002525214090259187,-0.03658536585365857,0.04753981074720226,0.09188013188580069,,68.3,-0.017698129485316016,0.46562931339315367,0.8371819259629135,False,False,False
1324,9.960000038146973,2026-08-04,-0.023529389765297948,-0.06037738870666132,-0.04230765351176813,-0.10270273010313269,,37.1,-0.1075455937442864,0.675036745844893,0.7811764735801547,False,False,False
