ticker,last_close,last_date,ret_1w,ret_1m,ret_3m,ret_6m,ret_12m,rs_rating,rs_vs_bench_3m,vol_surge,near_high_pct,new_high_20d,new_high_60d,new_high_250d
1101,24.950000762939453,2026-05-12,0.03526972481391688,-0.017716490643666427,-0.05313091454506402,0.10643022647799216,,46.5,-0.3303699651605958,1.1053530782562726,0.8314759065916132,False,False,False
1102,34.599998474121094,2026-05-12,-0.010014371421402046,-0.02945309977043331,-0.02535215565856075,-0.04419895732312795,,39.2,-0.30259120627409253,0.7883138910588157,0.8091437655474926,False,False,False
1103,13.300000190734863,2026-05-12,0.0,-0.03971120401344719,-0.06993006899733556,0.019157087842611054,,37.0,-0.34716911961286734,0.9256115408477177,0.8557195946903647,False,False,False
1104,28.200000762939453,2026-05-12,-0.0017698844977184214,-0.044067770747815094,-0.05999997456868489,-0.10618061981396121,,29.3,-0.33723902518421667,1.1788882993565972,0.8610687255859375,False,False,False
1108,14.199999809265137,2026-05-12,-0.02739729875022956,-0.04377108117893935,-0.06270625961621612,-0.05016722472031032,,32.7,-0.3399453102317479,1.4308944472471914,0.9131832562758362,False,False,False
1109,15.300000190734863,2026-05-12,-0.00649346949821239,-0.00649346949821239,-0.012903213500976562,-0.02236418123493078,,42.9,-0.29014226411650834,1.0413029754229626,0.9242448979685893,False,False,False
1110,15.0,2026-05-12,-0.003322271767520979,-0.013157882353605488,-0.07120740840208939,-0.09090909090909094,,29.0,-0.34844645901762117,0.6878858667502713,0.7276641681524235,False,False,False
1240,57.70000076293945,2026-05-12,-0.020373526856569124,-0.0253378375112967,-0.041528238676353246,0.008741258624666903,,40.0,-0.318767289291885,2.14937243657839,0.9232000122070313,False,False,False
1301,47.650001525878906,2026-05-12,-0.07115005390769635,0.014909494176025717,-0.07115005390769635,0.2171136569274803,,52.0,-0.34838910452322813,0.7151764111483617,0.8743119546032827,False,False,False
1303,89.0999984741211,2026-05-12,-0.05212767580722244,0.0919117664245861,0.10683227918162852,1.1239570167740283,,81.7,-0.17040677143390326,0.8515065316808953,0.9388830035985176,False,False,False
1304,12.75,2026-05-12,-0.07608696929148007,-0.20062694968850725,0.020000000000000018,0.16972481157932173,,58.1,-0.25723905061553176,0.2976323155193298,0.6986301369863014,False,False,False
1305,13.0,2026-05-12,-0.0714285714285714,-0.22155692179071473,0.023622062617355555,0.15044245845756765,,57.7,-0.2536169879981762,0.3052843823875668,0.7046070169337403,False,False,False
1307,32.29999923706055,2026-05-12,0.03030299343002052,0.01572327081748126,-0.0015455715430882089,0.03525636048790459,,48.9,-0.27878462215862,0.8525531883278605,0.8634652739593038,False,False,False
1308,13.449999809265137,2026-05-12,-0.05614036426209568,-0.18731115230830686,-0.04946995251847519,0.03861003917870898,,41.1,-0.32670900313400697,0.28071113302261325,0.6932989728730775,False,False,False
1309,16.649999618530273,2026-05-12,-0.14615386571639621,-0.26327436559771034,0.32669317653256025,0.4799999660915799,,79.5,0.04945412591702847,0.4693020999558134,0.6283018723973688,False,False,False
1310,8.520000457763672,2026-05-12,-0.056478326720803995,-0.17281550485526698,-0.07088327296862673,-0.026285661969866037,,33.4,-0.3481223235841585,0.29982380594693375,0.6955102414500957,False,False,False
1312,11.5,2026-05-12,-0.04564316863312201,-0.08730161493387345,-0.1512915248618668,0.09004737365781645,,30.3,-0.4285305754773986,0.33420561244065156,0.7744107545175583,False,False,False
1313,11.199999809265137,2026-05-12,0.022831050625997884,-0.04680852687105219,-0.0218340614990844,0.09268290822098901,,50.4,-0.2990731121146162,0.34049559317563455,0.8296296155011212,False,False,False
1314,7.079999923706055,2026-05-12,-0.03542237377068269,-0.08171207669570035,-0.14077668442152125,-0.07812498932859524,,20.7,-0.418015735037053,0.4298315910616311,0.7217124995783321,False,False,False
1315,61.5,2026-05-12,-0.011254031420471211,-0.014903671481065972,-0.011858538949743758,-0.01338351524275494,,43.4,-0.28909758956527554,0.9629431519019136,0.9731013128112268,False,False,False
1316,11.449999809265137,2026-05-12,0.017777760823567634,-0.05761315483479912,-0.19366197443225985,-0.27987420855526246,,7.2,-0.47090102504779163,1.3842520014566975,0.6960485883417755,False,False,False
